0.00, 52.00, 0.00, 0.00, 0.00, 41.00, 21.00, 25.00, 13.00, 0.00, 0.00, 35.00, 7.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6.00, 18.00, 0.00, 0.00, 5.00, 0.00, 0.00, 8.00, 4.00, 17.00, 0.00, 32.00, 4.00, 0.00
0.00, 20.00, 0.00, 0.00, 0.00, 17.00, 0.00, 0.00, 0.00, 0.00, 0.00, 14.00, 0.00, 0.00
0.00, 0.00, 0.00, 3.00, 0.00, 42.00, 3.00, 0.00, 0.00, 0.00, 11.00, 3.00, 0.00, 0.00
0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 4.00, 14.00, 11.00, 0.00, 0.00, 0.00, 0.00, 33.00, 0.00, 0.00, 0.00, 24.00, 0.00
0.00, 10.00, 0.00, 0.00, 0.00, 0.00, 3.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.00
0.00, 7.00, 0.00, 0.00, 0.00, 6.00, 0.00, 7.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
0.00, 0.00, 0.00, 19.00, 15.00, 31.00, 0.00, 14.00, 0.00, 0.00, 0.00, 28.00, 7.00, 23.00
0.00, 45.00, 0.00, 5.00, 0.00, 7.00, 0.00, 0.00, 18.00, 3.00, 0.00, 0.00, 0.00, 10.00
0.00, 0.00, 0.00, 0.00, 0.00, 13.00, 0.00, 0.00, 0.00, 0.00, 2.00, 0.00, 0.00, 0.00
0.00, 12.00, 0.00, 0.00, 0.00, 0.00, 0.00, 3.00, 10.00, 0.00, 0.00, 0.00, 0.00, 32.00
0.00, 0.00, 0.00, 17.00, 4.00, 16.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.00, 0.00, 0.00
